sentence_id; toponyms_list; nearby_abbreviations 
49707; Ковда, Ковда;  
49708; Белого моря, Ковда;  
49709; Белого моря, Ковда; у 
49710; Ковда;  
49711; Ковда;  
49712; Белого моря, Ковда;  
49713; Ковда;  
49714; Ковда;  
49715; Белом море, Ковда;  
49716; Белого моря, Ковда;  
49717; Ковды, Керети, Никольский;  
49718; Белом море, Ковда;  
49719; Белом море, Ковда;  
49720; Белом море, Новой деревни, Бычком; с 
49721; Белого моря, Ковда;  
49722; Губа Белого моря, Ковда;  
49723; Ковда;  
49724; Белого моря, Ковда;  
49725; Ковда;  
49726; Ковда; с 
49727; Ковда;  
49728; Беспалое болото;  
49729; Ковда;  
49730; Ковда, Зимник;  
49731; Ковда;  
49732; Ковда;  
49733; Ковда, Ковда; у 
49734; Ковда; у 
49735; Ковда, Кирпичный завод;  
49736; Водяной губой; с 
49737; Ковда; у 
49738; Ковда;  
49739; Ковда;  
49740; Ковда; у 
49741; Ковда;  
49742; Верховского озера;  
49743; Верховском озере, Широкой губой;  
49744; Ковда;  
49745; Ковда, Великого поля; у 
49746; Ковда;  
49747; Ковда;  
49748; Ковда;  
49749; Ковда;  
49750; Ковда;  
49751; Верховского озера; у 
49752; Горка;  
49753; Ковда;  
49754; Оленьем острове, Старцевой губе;  
49755; ;  
49756; Ковда;  
49757; Ковда;  
49758; Порог;  
49759; Ковда;  
49760; Белом море, Толстик;  
49761; Белом море, Ковда; мель 
49762; Белом море, Оленьим островом, Канское море; у 
49763; Белого море, Оленим островом;  
49764; Белого моря, Горелой губы;  
49765; Белого моря, Оленьего острова; у 
49766; Белого моря, Ковда;  
49767; Ковда, Оленьем острове, Лесозаводский; пос 
49768; Белого моря, Ковда;  
49769; Белого моря, Ковда;  
49770; Ковда;  
49771; Ковда;  
49772; церкви Никола; у 
49773; Толстик; у 
49774; Белом море, Ковда;  
49775; Белом море, Княжгубы;  
49776; Белом море, Вачев;  
49777; Белом море, Ковда, Толстик; к 
49778; Белого моря, Ковда;  
49779; Белого моря, Ковда;  
49780; Белом море, Ковда;  
49781; Белом море, Ковда;  
49782; Вачев;  
49783; Белом море, Ковда, Никольский; г 
49784; Белом море, Ковда;  
49785; Белом море, Ковда;  
49786; Ковда, Завод Стюарта, Завод Берггрена, Никольский;  
49787; Белом море, Ковда, Княжгуба, Русановский лесозавод;  
49788; залива Старцева, Оленьим островом;  
49789; Губа Белого моря, Оленьего острова;  
49790; Ковда;  
49791; Белого моря, Ковда;  
49792; Белого моря, Ковда;  
49793; Белого моря, Ковда;  
49794; Белом море, Ковда;  
49795; Белом море, Ковда;  
49796; Белом море, Ковда;  
49797; Белом море, Ковда;  
49798; Белом море, Ковда;  
49799; Олений;  
49800; Белом море, Ковда;  
49801; Белом море, Ковда, Тёмный Меньшой;  
49802; Белом море, Ковда;  
49803; Белом море, Ковда;  
49804; Белом море, Ковда;  
49805; Ковда;  
49806; Белого моря, Ковда;  
49807; Ковда, Долгого озера, Коржавинской губы, Белого моря; к 
49808; Белого моря, Ковда;  
49809; Белого моря, Ковда;  
49810; Белого моря, Ковда;  
49811; Белого моря, Ковда;  
49812; Белого моря, Ковда;  
49813; Белого моря, Ковда;  
49814; Белого моря, Ковда;  
49815; Ковда;  
49816; Белого моря, Ковда;  
49817; Белого моря, Ковда;  
49818; Балого моря, Великим островом;  
49819; Бабье море;  
49820; Ковда;  
49821; Ковда, Яма;  
49822; Ковда; у 
49823; Ковда; у, с 
49824; Ковда;  
49825; Ковда;  
49826; Ковда; у 
49827; Белом море, Еловец; мель, у 
49828; Белого моря, Кобылий наволок; у 
49829; Белого моря, Ковда;  
49830; Запони, Колокольная корга, Ковда; у 
49831; Ковда, Перевоза; у 
49832; Ковда, Мешьшой Жердяной губы; у 
49833; Белом море, Канское Море, Ягодный порог; у, порог 
49834; Белого моря, Ковда, Княжгубы;  
49835; Белого моря, Ковда, Княжгубы;  
49836; Белого моря, Канское море;  
49837; Белого моря, мыса Поповка; к 
49838; Белом море, Ковда;  
49839; Белого моря, Ковда, Дресвяной;  
49840; Белого моря, Ковда;  
49841; Канское Море;  
49842; Ковда, Канское море;  
49843; Ковда, Канское море;  
49844; Ковда, Лукинских озер; у 
49845; Ковда, Морозовских озер; у 
49846; Ковда;  
49847; Ковда;  
49848; Ковда, Иолстик, Лукинскими озёрами; с 
49849; Ковда;  
49850; Белого моря, Старцевой губы;  
49851; Белого моря, Старцевой губы, Канское море;  
49852; Белом море, Старцевой губы, Канского моря; мель 
49853; Белом море, Старцевой губы, Канского моря; мель 
49854; Белом море, Ковда;  
49855; Ковда, Оленьем острове, Лесозаводский; пос 
49856; Белого моря, Старцевой губы;  
49857; Белого моря, Ковда; к 
49858; Белого моря, Ковда; к 
49859; Белом море, Ковда; к 
49860; Белого моря, Ковда, Ковда;  
49861; Белого моря, Оленьем острове;  
49862; Белого моря, Ковда;  
49863; Белого моря, Оленьего острова;  
49864; Оленьего острова, Белого моря; мостки 
49865; Оленьего острова, Белого моря, Ковда;  
49866; Ковда, Марьяварака; к 
49867; Ковда, Серяк; к 
49868; Ковда, Княжгубы, Никольский, Толстик;  
49869; Ковда, Черной Речки, Узкой салмы, Никольский;  
49870; Ковда, Черной Речки, Никольский;  
49871; Ковда, Черной Речки, Никольский, Ругозера, Ругозерской губы; о 
49872; Нищенская губа, Сеннуха, Под Переливом, Под Старой избой, Под Еловым, Никольский;  
49873; Нищенская губа, Никольский;  
49874; Нищенская губа, Под Бором, Новинка, Никольский;  
49875; Нищенская губа, Никольский;  
49876; Ковда, Нищенской губе, Белого моря, Берёзовой четверти, Никольский;  
49877; Ковда, Нищенской губе, Белого моря, Берёзовой четверти, Никольский;  
49878; Нищенской губы, Белого моря, Под Переливом; с 
49879; Ковда, Нищенской губе, Белого моря, Берёзовой четверти, Никольский;  
49880; Ковда, Нищенской губе, Белого моря, Берёзовой четверти, Никольский;  
49881; Ковда, Нищенской губе, Белого моря, Губной четверти, Никольский;  
49882; Ковда, Нищенской губе, Белого моря, Губной четверти, Никольский, Луда;  
49883; Ковда, Нищенской губе, Белого моря, Боровской четверти, Никольский;  
49884; Ковда, Нищенской губе, Белого моря, Боровской четверти, Никольский;  
49885; Ковда, Нищенской губе, Белого моря, Луда, Никольский;  
49886; Нищенской губы, Белого моря;  
49887; Ковда, Нищенской губе, Белого моря, Луда, Никольский;  
49888; Нищенской губы, Под Туренкой;  
49889; Ковда, Нищенской губе, Белого моря, Луда, Никольский;  
49890; Ковды, Керети, Никольский;  
49891; Ковды, Керети, Никольский;  
49892; Ковды, Керети, Никольский;  
49893; Ковды, Керети, Никольский, Купчинин, Купчинный;  
49894; Ковды, Керети, Никольский, Житков; у, с 
49895; Ковды, Княжгубы, Никольский, Поповка; с, к 
49896; Бабье море;  
49897; Белого моря, Бабье море;  
49898; Белого моря, Бабье море;  
49899; Белого моря, Бабье море;  
49900; Белого моря, Бабье море;  
49901; Великом острове, Бабье Море; с 
49902; Губа Белого моря, Бабье море;  
49903; Ковда, Бабье Море;  
49904; Ковда, Бабье Море;  
49905; Белого моря, Бабье Море;  
49906; Белого моря, Бабье Море;  
49907; Глушевый наволок;  
49908; Белого моря, Ковда; к 
49909; Бабье Море;  
49910; Белого моря, Бабье Море;  
49911; Белого моря, Бабье Море;  
49912; Белого моря, Белую губу, Бабье море;  
49913; Великом острове, Белой губой, Бабьего моря; с 
49914; Великом острове, Белой губой, Белого моря, Кумежье Большое; с 
49915; Белого моря, Великий остров;  
49916; Белого моря, Великим островом;  
49917; Белого моря, Великом острове;  
49918; Белого моря, Великом острове;  
49919; Великом острове;  
49920; Великом острове;  
49921; Великом острове;  
49922; Великом острове, Огородной губой; с 
49923; Бабье Море, Огородного озера;  
49924; Великом острове, Огородное озеро, Огородной губой, Белого моря; с 
49925; Великом острове, Кумежья озера, Белую губу, Бабье Море;  
49926; Белого моря, Великом острове;  
49927; Великий наволок;  
49928; Великого острова; мыс 
49929; Белого моря, Великом острове;  
49930; Белого моря, Великом острове, Подворочья губа, Подварачий;  
49931; Белого моря, Великом острове;  
49932; Белого моря, Великом острове;  
49933; Белого моря, Великом острове;  
49934; Белого моря, Великом острове; мыс 
49935; Белого моря, Великом острове, Долгая Корга; к, мыс 
49936; Губа Белого моря, Великом острове, Дальнокорожный, Дальняя Корга;  
49937; Белого моря, Великом острове; мыс, с 
49938; Белого моря, Великого острова;  
49939; Белого моря, Великого острова, Ермачихи; к 
49940; Белого моря, Великого острова;  
49941; Белого моря, Великого острова, губа Котиха;  
49942; Белого моря, Великом острове; мель 
49943; Белом море, Великий наволок; у 
49944; Белом море, Величаиха; к 
49945; Белом море, Корожный наволок; к 
49946; Великом острове, Белой губой, Белого моря, Кумежье Большое; с 
49947; Великом острове;  
49948; Великом острове;  
49949; Великого острова; мель 
49950; Ковда;  
49951; Ковда;  
49952; Губа Белого моря, Ковда;  
49953; Белого моря, Ковда;  
49954; Ковда;  
49955; Ковда;  
49956; Ковда, Ковда;  
49957; Ковда;  
49958; Ковда;  
49959; Ковда;  
49960; Ковда;  
49961; Ковда;  
49962; Ковда;  
49963; Пенгисельга; дер 
49964; Пенгисельга; дер 
49965; ;  
49966; ;  
49967; ;  
49968; Савиновском; с 
49969; Пенгисельга; дер 
49970; ;  
49971; Хлебозеро, Савиново, Савиновском; оз, д, с 
49972; Пенгисельга; дер, с, оз 
49973; Пенгисельга; дер 
49974; Пенгисельга; дер 
49975; Белом море, Ковда; с 
49976; Ковда;  
49977; Ковда;  
49978; Ковда;  
49979; Ковда;  
49980; Ковда;  
49981; Ковда;  
49982; Ковда;  
49983; Ковда, Сосновая губа, Сосновка;  
49984; Белого моря, Ковда, Старцевой губы; к 
49985; Ковда;  
49986; Ковда;  
49987; Ковда;  
49988; Ковда;  
49989; Ковда;  
49990; Губа Белого моря, Оленьего острова;  
49991; Ковда;  
49992; Белого моря, Ковда;  
49993; Ковда;  
49994; Ковда, Серяк, Тупьягуба, Ковдозеро; к, оз 
49995; Ковда, Ковдозеро; с 
49996; Ковда; к 
49997; Ковда, Серякозеро; с, оз, к 
49998; Савиновском; с 
49999; ;  
50000; Пенгисельга, Hopunhuuhtu; дер, м 
50001; Пенгисельга; дер 
50002; Пенгисельга; дер 
50003; Ковда; к 
50004; Ковда;  
50005; Ковда, Большое Еловое; оз 
50006; Ковда;  
50007; Ковда;  
50008; Пенгисельга; дер 
50009; Ковда, Каменистое; оз 
50010; Heččul;  
50011; Ковда;  
50012; Нищева губа, Большое Нищенское; с, оз 
50013; Ковда;  
50014; Ковда;  
50015; Ковда, Малый Зимник; с, оз, к 
50016; Сулярви; мыс, оз, дер 
50017; Сыссойльских деревень;  
50018; ;  
50019; Ковда;  
50020; ;  
50021; Ковда, Банным озером, Оленьем острове; с 
50022; Белом море, Оленьего острова;  
50023; Белого моря, Оленьего острова;  
50024; Овечьего острова, Ковда; у 
50025; ;  
50026; Мултыково; оз 
50027; Акимово; дер 
50028; Мултыково;  
50029; Ковдареки, Оленьего острова, Ковдареки, Серяк, Ковда, Карповы, Кестеньги, Пестриковы, Кундозеровы;  
50030; Залив оз, Серякозеро, Нечагозеро; оз, с 
50031; Ковдареки, Серякозеро; с 
50032; Залив оз, Серякозеро, Свинцовая варака; оз 
50033; Ручей, Гангасозеро, Серякозеро; оз 
50034; Залив оз, Серякозеро, Олений Остров; оз 
50035; Мултыково;  
50036; ;  
50037; ;  
50038; Sissoilanjärves;  
50039; Сыссойла; дер, к 
50040; Эссойлы; дер 
50041; Великом острове, Белой губой, Кумяжьим озером;  
50042; ;  
50043; ;  
50044; Кинелахты, Ondreintaloi;  
50045; Кинелахта; дер 
50046; ;  
50047; ;  
50048; ;  
50049; Губа оз; оз 
50050; ;  
50051; ;  
50052; ;  
50053; ;  
50054; ;  
50055; ;  
50056; ;  
50057; ;  
50058; ;  
50059; ;  
50060; ;  
50061; ;  
50062; ;  
50063; ;  
50064; ;  
50065; ;  
50066; ;  
50067; ;  
50068; Угодье; дер 
50069; ;  
50070; ;  
50071; ;  
50072; ;  
50073; ;  
50074; ;  
50075; ;  
50076; ;  
50077; Габозеро; оз 
50078; ;  
50079; ;  
50080; ;  
50081; Нигрозера, Чёрное озеро, Белое море;  
50082; Чёрная Речка, Ругозерской губой, Белого моря, Пояконда, Пояконда; к, дер, с 
50083; Ругозером, Ругозерской губой, Белого моря, Залив Паяконда, Ругозерской губы, Конца Ковдозера, Нильмозера, Чёрной Речки, Kianto; х, кар 
50084; Чёрная Речка, Чёрная речка; к, дер 
50085; Ругозерской губы, Белого моря, Пояконда; у 
50086; Ругозерской губе, Белого моря;  
50087; Ругозерской губе, Белого моря;  
50088; Ругозерской губе;  
50089; Ругозерской губе, Белого моря;  
50090; Пояконда, Черная Речка; к, дер 
50091; Ругозерской губе, Белого моря;  
50092; Ругозерской губе, Белого моря;  
50093; Ругозерской губе, Белого моря;  
50094; Белого моря, Чёрная Речка, Соедин, Ругозеро; к, дер, с, оз 
50095; Поле, Чёрная Речка; дер 
50096; Белого моря, Чёрная Речка; к, дер 
50097; Залив, Чёрная Речка, Рядом кладбище; с, к, дер 
50098; Поле, Чёрная Речка; дер, с 
50099; Покосы, Чёрная Речка; дер 
50100; Тереба, Чёрная Речка; дер 
50101; Белом море, Чёрная Речка; дер 
50102; Белого моря, Чёрная Речка; к, дер 
50103; Чёрная Речка; к, дер 
50104; Белого моря, Чёрная Речка; дер 
50105; Белого моря, Чёрная Речка; дер 
50106; Белого моря, Чёрная Речка; дер 
50107; Белого моря, Чёрная Речка; дер 
50108; Токовище, Чёрная Речка; дер 
50109; Небольшой залив, Чёрная Речка; дер 
50110; Чёрная Речка; дер 
50111; Белого моря, Чёрная Речка; к, дер 
50112; Белого моря, Чёрная Речка; к, дер 
50113; Чёрной губе, Белого моря;  
50114; Оленьем острове;  
50115; Озерко, Оленьем острове;  
50116; Белом море, Олений остров, Кривой остров; порог 
50117; Черная Речка, Чёрная ре(; к, дер 
50118; Черная Речка; к, дер 
50119; Чёрная Речка; к, дер 
50120; Чёрная Речка, Пожламбиной, Нигрозером; к, дер, с 
50121; Чёрная Речка, Габозеро; к, дер, с 
50122; Чёрная Речка; к, дер 
50123; Чёрная Речка; к, дер 
50124; Болото, Чёрная Речка, Лебяжья ламбина; к, дер 
50125; Чёрная Речка; дер 
50126; Габозером, Нигрозером Верхним; с 
50127; Чёрная Речка; к, дер 
50128; Белого моря, Чёрная Речка; к, дер 
50129; Белого моря, Чёрная Речка; к, дер 
50130; Белого моря, Чёрная Речка; мыс, к, дер 
50131; Белом море, Кузокоцкой губе;  
50132; Белом море;  
50133; Белом море;  
50134; Кузокоцкой губе, Белого моря;  
50135; Белого моря, Чёрная Речка, Кузокоцкий наволок; к, дер, мыс 
50136; Белом море, Чёрная Речка; к, дер 
50137; Белого моря, Чёрная Речка; к, дер 
50138; Белого моря, Кузокоцкой губе;  
50139; Белого моря, Чёрная Речка; к, дер 
50140; Белого моря, Чёрная Речка; к, дер 
50141; Белого моря, Чёрная Речка, Еловый наволок; к, дер 
50142; Белого моря, Чёрная Речка, Нильмогуба; к, дер 
50143; Небольшой остров, Чёрная Речка, Нильмогуба; к, дер 
50144; Белом море, Чёрная Речка, Нильмогуба; к, дер 
50145; Белого моря, Нильмогуба, Черной, Чернорецкой губы, Черная Речка; у 
50146; Белого моря, Нильмарека, Черная Речка; с 
50147; Чёрная Речка, Тимьев, Тиммиев; дер 
50148; Белого моря, Чёрная Речка; к, дер 
50149; Белого моря, Чёрная Речка, Еловый наволок; к, дер 
50150; Нигрозеро, Нигрозерскими вараками; оз 
50151; ;  
50152; Белого моря, Черной губе, Чёрная Речка; к, дер 
50153; Чёрная Речка, Тарабукино; к, дер, с 
50154; Табабукино болото;  
50155; Чёрная Речка, Паяконда; к, дер 
50156; Покосы, Паяконда; у, пос 
50157; Чёрной реке, Чернорецкую губу; у 
50158; Паяконда; мыс, у, пос 
50159; Покос, Паяконда; у, пос 
50160; Чёрная Речка; дер 
50161; Чёрная Речка; дер 
50162; Белого моря, Чёрная Речка; дер 
50163; Белом море, Чёрная Речка; дер 
50164; Перейменской губы;  
50165; Небольшой залив, Скала;  
50166; Перейма; у 
50167; Ругозера;  
50168; Белом море, Чёрная Речка; дер 
50169; Покосы, Чёрная Речка; у, дер, с 
50170; Белого моря, Чёрная Речка; дер 
50171; Белом море, Чёрная Речка; дер 
50172; Поле, Чёрная Речка; дер 
50173; Чёрная Речка; дер 
50174; Чёрная Речка; дер 
50175; Белого моря, Чёрная Речка; дер 
50176; Чёрная Речка; дер, с 
50177; Чёрная Речка, Верховского озера; к, дер 
50178; Чёрная Речка; дер 
50179; Чёрная Речка, Тэдино; к, дер 
50180; Дядиного озера, Tiätinäjärvi; кар 
50181; Белого моря, Чёрная Речка, Пояконда, Ранеше; к, дер, пос 
50182; Чёрнвая Речка; у, к 
50183; Поля, Чёрная Речка; к, дер 
50184; Чёрная Речка; дер 
50185; Белого моря, Чёрная Речка, Городецкого порога, Ругозерской губой, Бабье Море; дер, о, к 
50186; Белого моря, Чёрная Речка, Ругозерская губа, Городецким порогом; дер, о, к 
50187; Белого моря, Чёрная Речка; дер 
50188; Белом море, Чёрная Речка; дер 
50189; Молочница;  
50190; Молочница;  
50191; Белого моря, Чёрная Речка; дер 
50192; Белого моря, Чёрная Речка; дер 
50193; Тоня, Чёрная Речка; дер 
50194; Чёрной Речки, Белой губе, Белого моря, Бабье Море; о 
50195; Чёрная Речка; дер 
50196; Чёрная Речка, За́волочье; дер 
50197; Чёрная Речка; дер 
50198; Белого моря, Чёрная Речка; дер 
50199; Белого моря, Чёрная Речка; дер 
50200; Болото, Чёрная Речка; к, дер 
50201; Болото, Чёрная Речка; к, дер 
50202; Ермолинской губой; с 
50203; Чёрная Речка; к, дер 
50204; Чёрная Речка; у, дер 
50205; Чёрная Речка; дер 
50206; Чёрная Речка; к, дер 
50207; Чёрная Речка, Соедино ручьем, Нижняя Малиновая ламбина; к, дер, с, оз 
50208; Чёрная Речка, Верхняя; к, дер, с, оз 
50209; Черная Речка; дер 
50210; Белого моря, Оленьем острове, Лапсево;  
50211; Белого моря, Оленьего острова;  
50212; Оленьем острове;  
50213; Белого моря, Черная Речка, Зеленово; дер 
50214; Чёрная Речка; дер 
50215; Губа Белого моря, Бабье Море;  
50216; Бабье Море, Коржавинского ручья;  
50217; Чёрной Речки, Великого острова;  
50218; Белого моря, Чёрная Речка, Еремеевского порога; к, дер 
50219; Белого моря, Лушова острова, Кузокоцкой губе;  
50220; Чёрная Речка; дер 
50221; Чёрная Речка; дер 
50222; Белом море, Чёрная Речка; дер 
50223; Белого моря, Чёрная Речка; дер 
50224; Паяконда, Пояконда;  
50225; Чёрная Речка, Паяконда; к, дер, пос 
50226; Белого моря, Ругозерской губе, Чёрная Речка; дер 
50227; Чёрная Речка; дер 
50228; Чёрная Речка; дер 
50229; Белого моря, Малая Щелья;  
50230; Белого моря, Большая Щелья;  
50231; Белом море, Чёрная Речка; дер 
50232; Чёрная Речка; дер, пос 
50233; Чёрная Речка; дер 
50234; Чёрная Речка; дер 
50235; Чёрная Речка; дер 
50236; Великом острове, заливу Ермачиха; к 
50237; Ковды, Ковда; у 
50238; Паяканды;  
50239; Покос, Чёрная Речка, Паяконда, Пояконда; дер, у 
50240; Паяконда, Пояконда, Гирбасозеро; у 
50241; Гирбасозера; с 
50242; Паяконда, Пояконда, Чёрная Речка; у, пос, к, дер 
50243; Karmalanjärvi, Кармаланъярви; оз 
50244; Белого моря, Порегубе; л 
50245; Кармалансалми, Пакканен, Pakkanen, Перскамяки, Perskamäki, Перкамяки, Perkamäki;  
50246; Белом море, Порьягубы; к 
50247; Порьягуба; к 
50248; Порьягуба, Белое море, Мурмане, Мурманск; с 
50249; Порья Губа, Порий ручей; к 
50250; Порья Губа; к 
50251; Порья Губа, Порий ручей; к 
50252; Порья Губа; у 
50253; Порья Губа, Горелого острова; к 
50254; Порья Губа, Горелого острова; к 
50255; Белого моря, Порья Губа; к 
50256; Восточной Порьягубе, Меже́нные острова́;  
50257; Порья Губа;  
50258; Белого моря, Порья Губа; к 
50259; Порья Губа;  
50260; Порья Губа; к 
50261; Порья Губа; к 
50262; Порья Губа, Тарбгубу, Белого моря, Тарбозеро, Сред., Нижн., Кривое; к, с 
50263; Порья Губа, Тарбручей;  
50264; Белого моря, Порья Губа; к 
50265; Белого моря, Порья Губа, Тарвнаволок, Тарвъ; к 
50266; Белого моря, Порья Губа; к 
50267; Порья Губа, Тарбручей;  
50268; Порья Губа, Умба, Белого моря, Лёвгуба, Ловгуба; с 
50269; Порья Губа, Умба; с 
50270; Белом море, Глубокого наволока; к 
50271; Глубокие луды, Глубокого наволока; к 
50272; Глубокие луды, Глубокого наволока; к 
50273; Большой, Малый, Белом море, Глубокие луды, Глубокого наволока; о, к 
50274; Белом море, Черняиха; к 
50275; Лоймой-Ёги; у 
50276; Белом море, Порья Губа, Чернявские Каравашки; к 
50277; Лойма; у 
50278; ;  
50279; Лоймой-Ёги;  
50280; Корбы; у 
50281; ;  
50282; ;  
50283; ;  
50284; Белого моря, Порья Губа; к 
50285; ;  
50286; Белого моря, Порья Губа, Малая Озерчанка, Крестовые острова; к, о 
50287; Ламбы Ярви; у 
50288; Ламбы; дер, у 
50289; Сельги; у 
50290; ;  
50291; Пикка; у 
50292; Ламбы; у 
50293; ;  
50294; ;  
50295; ;  
50296; Рахман-Ламби;  
50297; ;  
50298; ;  
50299; ;  
50300; Коло-Ярви; у 
50301; Сельги; у 
50302; ;  
50303; ;  
50304; ;  
50305; ;  
50306; ;  
50307; ;  
50308; Лоймос; у, оз 
50309; ;  
50310; ;  
50311; Айранне, Сортавала, Вакко, Vakkosalmi;  
50312; Айранне, Ляппяярви; с 
50313; Белого моря, Порья Губа, Озерчанка, Крестовые острова; к 
50314; Белого моря, Озерчанка, Малая Озерцанка, Порья Губа; к 
50315; Ворссунсалми, Светлое;  
50316; Белом море, Порья Губа; луд, к 
50317; Ворссунсалми, Маттиланмяки;  
50318; Белого моря, Порья Губа; к 
50319; Маттиланмяки;  
50320; Порья Губа; у 
50321; Горелого острова;  
50322; Ляппяярви, Сортавава, Кайманова;  
50323; Белого моря, Порья Губа; к 
50324; Кюмолы;  
50325; Рыболовецкая изба, Поздериха, Черняиха; с 
50326; Кюмолы;  
50327; Ляппяярви, Кюмолы; с 
50328; Сортавала, Карельская, Щорса; к 
50329; Ворссусалми;  
50330; Белого моря, Порья Губа; к 
50331; Белого моря, Порья Губа; к 
50332; Белого моря, Порья Губа; к 
50333; Белого моря, Порья Губа; к 
50334; Белого моря, Порья Губа; к 
50335; Белого моря, Порья Губа, Кривой остров; к 
50336; Белого моря, Порья Губа; к 
50337; Белого моря, Порья Губа; к 
50338; Белого моря, Порья Губа, Порьярека; к 
50339; Порья Губа, Порьеозера, Белое море, Западная Порьягуба;  
50340; Порья Губа, Порий ручей;  
50341; Порья Губа, Белое море, Костариха;  
50342; Порья Губа, Костариха; к 
50343; Порья Губа; к 
50344; Порья Губа; к 
50345; Порья Губа; к 
50346; Порья Губа, Щербино; к, оз 
50347; Порья Губа;  
50348; Порья Губа, Плотичье озеро; к 
50349; Порья Губа;  
50350; Порья Губа, Большое Рыбное озеро;  
50351; Порья Губа;  
50352; Порья Губа;  
50353; Порья Губа;  
50354; Порья Губа;  
50355; Порья Губа;  
50356; Порья Губа;  
50357; Большого Рыбного озера, залив Шушпаниха, Белого моря;  
50358; Плотичьей рекой, Плотичьего озера; с 
50359; Плотичьего озера, Шушпаниха, Белого моря;  
50360; Белого моря, Порья Губа, России; к 
50361; Белого моря, Порья Губа; к 
50362; Белого моря, Порья Губа; к 
50363; Белого моря, Порья Губа, Большой Седловатый; луд, к 
50364; Белого моря, Порья Губа, Педуниха, Которанского наволока; к 
50365; Белого моря, Порья Губа; к 
50366; Белого моря, Порья Губа, Пе(; к, мыс, р 
50367; Белого моря, Порья Губа; к 
50368; Белого моря, Порья Губа; к 
50369; Белого моря, Порья Губа; к 
50370; Порья Губа, Белым морем, Рязанка; с, к 
50371; Порья Губа, Белого моря;  
50372; Порья Губа, Рязанка, Пеструха; к 
50373; Белого моря, Порья Губа; к 
50374; Белого моря, Порья Губа; к 
50375; Порья Губа, Рязанка; к 
50376; Порья Губа, Рязанка; к 
50377; Белого моря, Порья Губа; к 
50378; Порья Губа, Белозерской губой, Белого моря; с, к 
50379; Порьей, Порья, Шестопалиха, Архангельская губерния; берег, с 
50380; Белом море, Порья Губа; к 
50381; Порья Губа, Ильинских озер, Ильинскую губу, Белого моря; к 
50382; Порья Губа; к 
50383; Сортавалы; г 
50384; Сортавалы; г 
50385; Медвежьем острове;  
50386; Медвежьем острове;  
50387; ;  
50388; Белого моря, Медвежьем острове;  
50389; Медвежьего острова;  
50390; Белого моря, Медвежьем острове;  
50391; ;  
50392; Ладожского озера;  
50393; Ладожского озера;  
50394; Валаам, Ладожском озере; о 
50395; Медвежьем острове;  
50396; Белого моря, Медвежьем острове, Чаячья пахта;  
50397; Медвежьем острове;  
50398; Медвежьем острове, Чевригора, Куртгора;  
50399; Медвежьем острове;  
50400; Валаам, Ладожском озере; о 
50401; Медвежьем острове;  
50402; Медвежьем острове;  
50403; Губа Белого моря, Порья Губа; к 
50404; Юуванйоки;  
50405; Юуванйоки;  
50406; Медвежьем острове;  
50407; Белого моря, Порья Губа; к 
50408; Питкяранта; к, г 
50409; Питкяранта; к, г 
50410; Белого моря, Хедострова, КоторанДский наволок, ЕкоканДское озеро, Екоканское озеро, Которанского, Пе(р), Которанского; мыс, м, р 
50411; Белого моря, залив Педуниха, Белозерской губой; с 
50412; Белого моря, Белозерской губе; берег 
50413; Порьей Губы, Которанского наволока;  
50414; Тар(, Тарбручей; б 
50415; Белого моря, Тарбнаволок; мыс 
50416; Белого моря, Медвежьем острове, Чевригора;  
50417; Белого моря, Порья Губа; к 
50418; Порья Губа, Ильинка; к 
50419; Порья Губа, Ильинка; к 
50420; Порья Губа, Ильинка, Щучьего озера, Щучьему; к 
50421; Порья Губа, Ильинка, Щучьего озера, Щучьему; к 
50422; Ильинка;  
50423; Порья Губа; к 
50424; Порья Губа; к 
50425; Порья Губа; к 
50426; Порья Губа, Педуниха, Педунихинская варака; к 
50427; Порья Губа;  
50428; Порья Губа;  
50429; Порья Губа, Рязанка; к 
50430; Келейных озер, Порья Губа; к 
50431; Келейных озер, Порья Губа; к 
50432; Келейных озер, Порья Губа; к 
50433; Келейных озер, Порья Губа; к 
50434; Порья Губа, Келеных озер;  
50435; Порья Губа;  
50436; Порья Губа;  
50437; Белого моря, Порья Губа; к 
50438; Порья Губа, Белое море, Рошутин наволок; у, к 
50439; Порья Губа;  
50440; Порья Губа, Далеко, Колвица, Терского, Кандалакшского; к, с, дер 
50441; Порья Губа, Порьярека; к 
50442; Порьи; к 
50443; Порья Губа;  
50444; Порья Губа, Порьяреку; к, с 
50445; Порьяреке;  
50446; Vorssunlahti, Riekkalansaari;  
50447; Порья Губа;  
50448; Vorssunlahti;  
50449; Порья Губа, Кандалакшского, Терского, Порьей Губы, Кандалакши, Иванова изба; к 
50450; Forssunlahti; зал 
50451; Порья Губа;  
50452; Forssunlahti; зал 
50453; Круглая варака;  
50454; Кривое озеро;  
50455; Хутор;  
50456; Порья Губа;  
50457; Юхинлахти, Ладожского озера;  
50458; Юхинлахти, Ладожского озера;  
50459; ;  
50460; Порья Губа, Колвица, Кандалакшей; с, дер, к 
50461; Порья Губа, Колвица, Кандалакшей; с, дер, к, оз 
50462; Порья Губа, Колвица, Кандалакшей; с, дер, к 
50463; Белого озера, Порьяреку;  
50464; Порья Губа;  
50465; Узкой реки; к 
50466; Порья Губа, Порьярекой, Скопиское озеро Второе, Скопинской речкой; с, к 
50467; Порья Губа;  
